id;authors;title;language_code;average_rating;ratings_count;work_ratings_count;work_text_reviews_count
1133;Michael Ondaatje;The English Patient;;3.88;83741;92162;3308
1134;Sylvain Reynard;Gabriel's Rapture (Gabriel's Inferno, #2);eng;4.22;91213;96953;3449
1135;James Joyce, Jeri Johnson;Dubliners;eng;3.85;73140;91256;4078
1136;Colum McCann;Let the Great World Spin;en-US;3.93;71515;79306;8255
1137;Eoin Colfer;The Eternity Code (Artemis Fowl, #3);eng;4.04;94437;102207;1900
1138;Harlan Coben;Tell No One;eng;4.11;78070;85209;3738
1139;Stephen King;The Tommyknockers;eng;3.48;89262;95301;1854
1140;Rachel Hawkins;Hex Hall (Hex Hall, #1);eng;3.96;109881;114594;7766
1141;Austin Kleon;Steal Like an Artist: 10 Things Nobody Told You About Being Creative;en-US;3.86;93625;97114;3270
1142;Neal Stephenson;Cryptonomicon;eng;4.25;72683;81409;4342
1143;Christina Lauren;Beautiful Bastard (Beautiful Bastard, #1);eng;4.05;111668;119301;7381
1144;Barbara Kingsolver;Prodigal Summer;en-US;3.98;78529;81104;5233
1145;Joyce Carol Oates;We Were the Mulvaneys;eng;3.7;77251;80906;2557
1146;Scott McCloud;Understanding Comics: The Invisible Art;en-US;3.98;77277;77953;1659
1147;Kami Garcia, Margaret Stohl;Beautiful Darkness (Caster Chronicles, #2);en-US;3.84;95447;107651;6614
1148;Jon Ronson;The Psychopath Test: A Journey Through the Madness Industry;eng;3.91;44097;86096;5455
1149;Jodi Picoult;Vanishing Acts;en-US;3.68;79662;82770;3872
1150;David Baldacci;Absolute Power;eng;4.15;72481;76197;1344
1151;Janet Evanovich;Hot Six (Stephanie Plum, #6);eng;4.18;99329;103204;2085
1152;Mitch Albom;The Time Keeper;eng;3.85;72277;79810;8697
1153;Christopher Moore;A Dirty Job (Grim Reaper, #1);en-US;4.08;78523;84684;5640
1154;Michael   Lewis;Moneyball: The Art of Winning an Unfair Game;en-US;4.24;66406;71498;4030
1155;Jonathan Stroud;The Amulet of Samarkand (Bartimaeus, #1);en-US;3.99;86062;95452;4093
1156;Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell;I Am America (And So Can You!);en-US;3.91;71023;72740;3328
1157;Kenneth H. Blanchard, Spencer Johnson;The One Minute Manager;en-US;3.85;70241;72185;1176
1158;Leon Uris;Exodus;eng;4.33;77258;79096;1442
1159;Ursula Hegi;Stones from the River;en-GB;4.07;80056;81284;1790
1160;Raymond Chandler;The Big Sleep (Philip Marlowe, #1);eng;4.04;84489;90652;3884
1161;John Steinbeck;Cannery Row;eng;4.02;81598;88541;3926
1162;Ellen DeGeneres;Seriously... I'm Kidding;en-US;3.72;74358;79686;5874
1163;Lemony Snicket, Brett Helquist;The Miserable Mill (A Series of Unfortunate Events, #4);en-US;3.83;101325;109009;2962
1164;Eowyn Ivey;The Snow Child;eng;3.95;72328;85022;11419
1165;J. Lynn, Jennifer L. Armentrout;Wait for You (Wait for You, #1);eng;4.19;106236;115224;7550
1166;Jeff Kinney;The Last Straw (Diary of a Wimpy Kid, #3);eng;4.11;82518;87023;4142
1167;Dante Alighieri, Allen Mandelbaum, Eugenio Montale;The Divine Comedy;eng;4.06;74130;88924;2745
1168;Benjamin Hoff, Ernest H. Shepard;The Tao of Pooh;eng;4.01;69975;77697;3027
1169;Jennifer L. Armentrout;Onyx (Lux, #2);eng;4.33;111448;119355;9018
1170;Tahereh Mafi;Unravel Me (Shatter Me, #2);eng;4.28;109183;116847;11511
1171;Sarah Dunant;The Birth of Venus;en-US;3.79;78129;79989;2952
1172;Eoin Colfer;The Opal Deception  (Artemis Fowl, #4);eng;4.04;95638;101315;1592
1173;David Lagercrantz, Stieg Larsson, George Goulding;The Girl in the Spider's Web (Millennium, #4);eng;3.73;53751;81860;9763
1174;Emma Cline;The Girls;eng;3.49;76761;94812;11573
1175;Shannon Hale;The Goose Girl (The Books of Bayern, #1);en-US;4.18;92952;97013;8818
1176;Dennis Lehane;Mystic River;en-US;4.19;86103;91248;2836
1177;Isaac Marion;Warm Bodies (Warm Bodies, #1);;3.93;66381;91450;9979
1178;Mark Twain, Everett H. Emerson;The Prince and the Pauper;eng;3.84;84682;90583;1565
1179;Robert A. Heinlein;The Moon is a Harsh Mistress;eng;4.17;80366;86665;2783
1180;Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´;The Forty Rules of Love;eng;4.17;35283;73274;10114
1181;Janet Evanovich;High Five (Stephanie Plum, #5);eng;4.17;92737;101162;2225
1182;Stephen King;Joyland;eng;3.9;75018;82221;9627
1183;Hajime Isayama, Sheldon Drzka;Attack on Titan, Vol. 1 (Attack on Titan, #1);eng;4.42;82565;84361;1630
1184;F. Scott Fitzgerald;Tender Is the Night;en-US;3.83;79008;86768;3615
1185;Olive Ann Burns;Cold Sassy Tree;;3.99;82281;84646;3440
1186;Tennessee Williams;The Glass Menagerie;eng;3.67;90032;93155;1835
1187;Elena Ferrante, Ann Goldstein;My Brilliant Friend (The Neapolitan Novels #1);eng;3.88;64637;88433;10235
1188;Timothy Ferriss;The 4-Hour Workweek;eng;3.84;66129;78785;4101
1189;Robin S. Sharma;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny;eng;3.77;52031;65477;3517
1190;Amor Towles;Rules of Civility;eng;3.99;75541;85132;9257
1191;Larry Niven;Ringworld (Ringworld, #1);eng;3.96;76925;82561;2540
1192;Ruta Sepetys;Between Shades of Gray;eng;4.36;87718;101286;15153
1193;Andrew Clements, Brian Selznick;Frindle;en-US;3.79;83351;84496;3165
1194;Jeff Kinney;Dog Days (Diary of a Wimpy Kid, #4);en-US;4.14;78592;82986;4248
1195;Louise Erdrich;The Round House;eng;3.91;67928;76136;8100
1196;Madeleine L'Engle;A Wind in the Door (A Wrinkle in Time Quintet, #2);eng;4.07;87277;93772;2139
1197;Veronica Roth;Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5);eng;4.18;81621;88094;4769
1198;Hanya Yanagihara;A Little Life;eng;4.27;66782;85544;15267
1199;Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.;Y: The Last Man, Vol. 1: Unmanned;eng;4.12;81326;82315;2434
1200;Brandon Sanderson;The Alloy of Law (Mistborn, #4);eng;4.2;72185;84897;5303
1201;Charlaine Harris;Dead Reckoning (Sookie Stackhouse, #11);eng;3.77;87066;106041;6231
1202;Anne Tyler, Jennifer Bassett;The Accidental Tourist;eng;3.9;80075;82264;1752
1203;Benjamin Alire SÃ¡enz;Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1);;4.34;108884;123245;19200
1204;H.G. Wells;The Invisible Man;eng;3.62;84778;95717;3699
1205;Haruki Murakami, Alfred Birnbaum;Hard-Boiled Wonderland and the End of the World;eng;4.15;63764;77432;4406
1206;Paulo Coelho, Alan R. Clarke;By the River Piedra I Sat Down and Wept;eng;3.57;62106;70825;3055
1207;Johann David Wyss, Scott McKowen, Arthur Pober;The Swiss Family Robinson  ;eng;3.92;78355;84477;1785
1208;Stephen King;Four Past Midnight ;en-GB;3.9;76376;81902;1039
1209;Jennifer Probst;The Marriage Bargain (Marriage to a Billionaire, #1);eng;3.81;91630;97589;3917
1210;L.M. Montgomery;Anne of Avonlea (Anne of Green Gables, #2);en-US;4.21;99918;108145;3004
1211;Watty Piper, Doris Hauman, George Hauman;The Little Engine That Could;en-US;4.15;82102;83488;1033
1212;Karen Joy Fowler;We Are All Completely Beside Ourselves;eng;3.71;59973;77850;9664
1213;Orson Scott Card;Children of the Mind (Ender's Saga, #4);eng;3.74;74517;81375;2021
1214;James Joyce;Ulysses;eng;3.74;76791;86484;5077
1215;Sarah Dessen;Someone Like You;eng;3.94;84358;86678;3553
1216;Alan Brennert;Moloka'i;en-US;4.15;75307;81313;7740
1217;Anne Rice;The Witching Hour (Lives of the Mayfair Witches, #1);eng;4.1;79824;87921;2997
1218;Frank E. Peretti;This Present Darkness (Darkness, #1);eng;4.24;71815;74070;1576
1219;Jessica Sorensen;The Coincidence of Callie & Kayden (The Coincidence, #1);eng;4.21;97615;101187;6230
1220;Lauren Groff;Fates and Furies;eng;3.56;66085;77785;10342
1221;Judy Blume;Summer Sisters;;3.83;73515;77703;3424
1222;E.B. White, Garth Williams;Stuart Little;en-US;3.88;89033;90474;2012
1223;Isaac Asimov;The Foundation Trilogy (Foundation, #1-3);eng;4.39;72311;75211;1087
1224;Brian Greene;The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory;en-US;4.06;32626;69530;1563
1225;Lemony Snicket, Brett Helquist;The Austere Academy (A Series of Unfortunate Events, #5);eng;3.97;99311;103396;2680
1226;Janet Evanovich;Seven Up (Stephanie Plum, #7);en-US;4.15;94506;98706;1833
1227;Kelley Armstrong;The Awakening (Darkest Powers, #2);eng;4.16;95026;98240;3118
1228;Jim Butcher;Death Masks (The Dresden Files, #5);eng;4.32;83664;90864;2503
1229;Janell Cannon;Stellaluna;en-US;4.22;87423;88403;1148
1230;Joe Abercrombie;Before They Are Hanged (The First Law #2);eng;4.27;68865;77915;2589
1231;Nancy Horan;Loving Frank;en-US;3.73;72734;77833;8842
1232;Janet Evanovich, Lorelei King;Hard Eight (Stephanie Plum, #8);en-US;4.17;93057;97450;1871
1233;Lemony Snicket, Brett Helquist;The Vile Village (A Series of Unfortunate Events, #7);eng;3.94;89733;95791;1935
1234;Flora Rheta Schreiber;Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities;en-US;3.99;72493;73855;1271
1235;Carl Sagan;Cosmos;eng;4.35;76440;81022;1833
1236;Chuck Palahniuk;Haunted;eng;3.59;68861;72553;3775
1237;Rosamunde Pilcher;The Shell Seekers;eng;4.13;73573;77706;2028
1238;Dave Eggers;What Is the What;eng;4.16;59333;64740;6741
1239;Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa;Chronicle of a Death Foretold;eng;3.95;56200;81653;3996
1240;Ronald Holt, Arthur Conan Doyle;A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1);;4.22;65422;65548;538
1241;Bill O'Reilly, Martin Dugard;Killing Lincoln: The Shocking Assassination that Changed America Forever;eng;4.02;71868;76669;5847
1242;Jhumpa Lahiri;The Lowland;eng;3.82;62231;69268;7249
1243;John Flanagan;The Ruins of Gorlan (Ranger's Apprentice, #1);eng;4.2;83085;91569;5991
1244;Laurie Halse Anderson;Wintergirls;eng;3.98;87665;92046;7981
1245;John Grisham;The Brethren;;3.71;69351;73550;1511
1246;Robin Hobb;Assassin's Quest (Farseer Trilogy, #3);eng;4.18;67125;82699;2846
1247;Ira Levin;Rosemary's Baby;eng;3.96;78766;84575;2256
1248;Stephen King, Peter Straub;The Talisman (The Talisman, #1);en-US;4.12;79508;87297;2350
1249;Robert Jordan;The Path of Daggers (Wheel of Time, #8);eng;3.9;74815;82129;1334
1250;Jack Kerouac;The Dharma Bums;en-US;3.94;62454;67665;2346
1251;Kelley Armstrong;The Reckoning (Darkest Powers, #3);en-GB;4.21;92922;96809;3418
1252;Katherine Boo;Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity;en-US;3.97;69596;77078;9324
1253;P.L. Travers, Mary Shepard;Mary Poppins (Mary Poppins, #1);en-US;4.05;82706;87604;3295
1254;Scott Lynch;Red Seas Under Red Skies (Gentleman Bastard, #2);eng;4.23;68255;78603;3979
1255;Sandra Cisneros;The House on Mango Street;eng;3.57;81579;86783;6923
1256;David Benioff;City of Thieves;en-GB;4.28;68063;77915;8465
1257;Jeaniene Frost;Halfway to the Grave (Night Huntress, #1);eng;4.18;106608;113610;6298
1258;Roald Dahl, Quentin Blake;The Twits;eng;3.94;82458;90334;2733
1259;Garth Nix;Abhorsen (Abhorsen, #3);en-US;4.29;80740;87330;1798
1260;James Patterson, Peter de Jonge;The Beach House;eng;3.82;68676;70371;1628
1261;Stephen King;The Eyes of the Dragon;eng;3.92;72714;81649;3048
1262;Frank Herbert;Children of Dune (Dune Chronicles #3);eng;3.9;74133;79736;1374
1263;James S.A. Corey;Leviathan Wakes (The Expanse, #1);eng;4.2;68416;82905;6831
1264;Sarah J. Maas;Queen of Shadows (Throne of Glass, #4);eng;4.6;99067;114854;14430
1265;Art Spiegelman;Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2);eng;4.41;90147;91269;2392
1266;Ezra Jack Keats;The Snowy Day;eng;4.13;81914;82700;2282
1267;Janet Evanovich;To the Nines (Stephanie Plum, #9);eng;4.16;86963;93412;1786
1268;Emily Giffin;Where We Belong;en-US;3.86;68224;73648;4986
1269;Richard   Preston;The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus;eng;4.1;72207;76615;3904
1270;Haruki Murakami, Philip Gabriel;Sputnik Sweetheart;eng;3.82;62229;75465;4207
1271;Elizabeth Gilbert;The Signature of All Things;eng;3.81;61135;70375;9304
1272;Lynne Truss;Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation;en-US;3.86;79117;84132;4230
1273;Kim Harrison;Dead Witch Walking (The Hollows, #1);en-US;4.04;91390;97097;4184
1274;Clement C. Moore, Jan Brett;The Night Before Christmas;en-US;4.36;81553;89843;1509
1275;Diana Gabaldon;An Echo in the Bone (Outlander, #7);eng;4.42;68854;85495;5051
1276;Cynthia Hand;Unearthly (Unearthly, #1);en-US;4.06;99942;104023;7458
1277;Lee Strobel;The Case for Christ;;4.1;67128;69643;1377
1278;Robert Jordan;Knife of Dreams (Wheel of Time, #11);en-US;4.12;71379;77436;1410
1279;Carl Hiaasen;Hoot;eng;3.81;75275;82386;3953
1280;Virgil, Robert Fitzgerald;The Aeneid;eng;3.81;75051;85351;1804
1281;Junot DÃ­az;This Is How You Lose Her;eng;3.75;66720;72281;6656
1282;Haruki Murakami, Jay Rubin;After Dark;eng;3.68;64278;76692;5322
1283;Daniel Quinn;Ishmael:A Novel;en-US;3.97;63304;65968;4332
1284;Jenny Han;It's Not Summer Without You (Summer, #2);en-US;4.14;80367;84866;4129
1285;Katie McGarry;Pushing the Limits (Pushing the Limits, #1);eng;4.08;93818;100472;7483
1286;Kennilworthy Whisp, J.K. Rowling;Quidditch Through the Ages;eng;3.85;90908;106088;3502
1287;Harry Allard, James  Marshall;Miss Nelson Is Missing! (Miss Nelson, #1);eng;4.26;77206;77473;1048
1288;Richard Bachman, Stephen King;The Long Walk;eng;4.11;71775;79936;3980
1289;Lemony Snicket, Brett Helquist;The Ersatz Elevator (A Series of Unfortunate Events, #6);eng;4.01;90071;96706;2322
1290;Lois Lowry;Messenger (The Giver, #3);eng;3.9;79746;89295;6721
1291;J.R. Ward;Lover Revealed (Black Dagger Brotherhood, #4);eng;4.3;97830;106471;3930
1292;Stephen King, Jerry N. Uelsmann;'Salem's Lot;eng;4.25;72797;74725;482
1293;Trenton Lee Stewart, Carson Ellis;The Mysterious Benedict Society (The Mysterious Benedict Society, #1);en-US;4.14;87335;93495;8420
1294;Christopher Hitchens;god is Not Great: How Religion Poisons Everything;eng;3.96;64347;69948;3989
1295;Abbi Glines;Never Too Far (Rosemary Beach, #2;;;;;
1296;Michael Crichton;State of Fear;eng;3.69;65397;70300;2686
1297;Jennifer E. Smith;The Statistical Probability of Love at First Sight;eng;3.8;89356;95856;9595
1298;Jonathan Stroud;The Golem's Eye (Bartimaeus, #2);en-US;4.09;69058;74577;1656
1299;Tom Robbins;Still Life with Woodpecker;eng;4.04;56802;61511;2462
1300;Jenna Blum;Those Who Save Us;en-US;4.12;68480;73568;5570
1301;John Grisham;The Broker;eng;3.77;65428;69823;2266
1302;Beth Revis;Across the Universe (Across the Universe, #1);eng;3.78;94176;100748;9649
1303;M. Scott Peck;The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth;en-US;4.03;61238;66741;1689
1304;Jim Butcher;Blood Rites (The Dresden Files, #6);eng;4.33;79627;86375;2307
1305;Gertrude Chandler Warner, L. Kate Deal;The Boxcar Children (The Boxcar Children, #1);en-US;4.09;92916;95943;2391
1306;A.S.A. Harrison;The Silent Wife;eng;3.3;60323;72169;7882
1307;Caitlin Moran;How to Be a Woman;eng;3.73;70446;79028;7362
1308;Sarah J. Maas;A Court of Mist and Fury (A Court of Thorns and Roses, #2);eng;4.72;108384;126491;22700
1309;Keith Richards;Life;en-GB;3.84;60409;65971;4137
1310;Jhumpa Lahiri;Unaccustomed Earth;eng;4.11;60126;67585;6978
1311;Anita Shreve;The Pilot's Wife;eng;3.5;71777;76668;3878
1312;Don DeLillo;White Noise;eng;3.86;55678;70218;3908
1313;Stephen E. Ambrose;Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest;eng;4.42;66079;70908;2067
1314;Charles Darwin;The Origin of Species;eng;3.97;64162;74056;1729
1315;Craig Thompson;Blankets;eng;4.06;70454;72621;5024
1316;David Wroblewski;The Story of Edgar Sawtelle;eng;3.6;70382;79454;12981
1317;Christina Schwarz;Drowning Ruth;eng;3.73;67768;70953;2178
1318;Charles Bukowski;Post Office;en-US;4.01;59295;68408;2766
1319;Cormac McCarthy;All the Pretty Horses (The Border Trilogy, #1);eng;3.97;68451;72899;4810
1320;Arthur Conan Doyle, Kyle Freeman;The Complete Sherlock Holmes, Vol 2;;4.46;66857;71825;328
1321;EiichirÅ Oda, Andy Nakatani;One Piece, Volume 01: Romance Dawn (One Piece, #1);eng;4.42;67047;67703;776
1322;Peter S. Beagle;The Last Unicorn (The Last Unicorn, #1);eng;4.18;76277;80619;3358
1323;Angie Sage;Magyk (Septimus Heap, #1);eng;3.8;86805;91089;4392
1324;Laurie Halse Anderson;Fever 1793;en-US;3.89;81945;83612;4773
1325;Tana French;The Likeness (Dublin Murder Squad, #2);eng;4.05;72480;80243;6945
1326;Erik Larson;Dead Wake: The Last Crossing of the Lusitania;eng;4.07;61439;73006;8719
1327;Rudyard Kipling;The Jungle Book;eng;3.94;67107;81305;2330
1328;Terry Hayes;I Am Pilgrim (Pilgrim, #1);eng;4.23;49740;71990;7187
1329;Allen Ginsberg, William Carlos Williams;Howl and Other Poems;eng;4.14;71968;75329;1255
1330;Richard Carlson;Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life;eng;3.95;63324;66962;1260
1331;Adam Mansbach, Ricardo CortÃ©s;Go the Fuck to Sleep;eng;4.26;71816;74744;3235
1332;Douglas Adams;Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5);en-US;3.96;72426;83424;1788
1333;Walter Isaacson;Benjamin Franklin: An American Life;eng;3.96;70335;71804;1386
1334;TÃ©a Obreht;The Tiger's Wife;eng;3.37;66104;76207;9640
1335;Maria V. Snyder;Poison Study (Study, #1);eng;4.16;96417;108615;9467
1336;J.R. Ward;Lover Unbound (Black Dagger Brotherhood, #5);eng;4.33;97514;104818;4273
1337;Terry Pratchett;Going Postal (Discworld, #33;;;;;
1338;Anonymous, Joseph Smith Jr.;The Book of Mormon: Another Testament of Jesus Christ;eng;4.37;63530;66160;5349
1339;Stephen King;The Mist;en-US;3.92;82062;83240;1440
1340;Jim Butcher;Dead Beat (The Dresden Files, #7);eng;4.43;78123;84049;2618
1341;Pierce Brown;Golden Son (Red Rising, #2);eng;4.46;57614;79535;7737
1342;Terry Pratchett;Night Watch (Discworld, #29;;;;;
1343;Terry Pratchett;The Light Fantastic (Discworld, #2;;;;;
1344;Malcolm Gladwell;What the Dog Saw and Other Adventures;eng;3.82;65277;70618;3896
1345;Karin Slaughter;Pretty Girls;eng;3.95;60737;86626;8964
1346;Joe Abercrombie;Last Argument of Kings (The First Law, #3);eng;4.26;65068;73134;2853
1347;Stephen King;Revival;en-US;3.75;53662;69091;8563
1348;Dr. Seuss;Horton Hears a Who!;eng;4.16;80883;83229;1122
1349;Michael   Lewis;The Blind Side: Evolution of a Game;eng;4.16;37792;65619;3368
1350;Garth Nix;Lirael (Abhorsen, #2);en-US;4.29;78903;86941;2247
1351;James Patterson;School's Outâ€”Forever (Maximum Ride, #2);en-US;4.16;90157;96823;3104
1352;Yana Toboso, Tomo Kimura;Black Butler, Vol. 1 (Black Butler, #1);eng;4.37;74378;75451;1036
1353;Marissa Meyer;Winter (The Lunar Chronicles, #4);eng;4.49;100464;110738;17494
1354;Robert Louis Stevenson, Robert Mighall;The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror;eng;3.94;80299;80649;644
1355;Emily Seife;The Hunger Games Tribute Guide;en-US;4.4;67264;67666;421
1356;Peter V. Brett;The Warded Man (Demon Cycle, #1);eng;4.27;64416;77643;3891
1357;John Bunyan;The Pilgrim's Progress;;3.98;67777;76121;2166
1358;Lee Child;One Shot (Jack Reacher, #9);eng;4.2;63335;71439;2638
1359;Rick Riordan;The Serpent's Shadow (Kane Chronicles, #3);eng;4.28;82757;89532;4324
1360;Stephen King;Duma Key;en-US;3.93;73807;79596;4435
1361;Kate Morton;The House at Riverton;eng;3.93;69948;80893;7094
1362;Robert Jordan;Winter's Heart (Wheel of Time, #9);en-US;3.92;71355;77514;1340
1363;Jim Butcher;Proven Guilty (The Dresden Files, #8);eng;4.41;75133;80690;2077
1364;Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus;Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead;eng;4.17;65900;66960;1647
